date,open,high,low,close,volume,sentiment,predicted_close
2024-01-01,,,,,,,573.9431548131947
2024-01-02,525.15,533.95,519.1,523.25,1123066.0,,570.6587779544781
2024-01-03,525.0,525.0,515.0,518.6,1011777.0,,570.4793994624707
2024-01-04,538.0,544.5,525.0,544.5,4044997.0,,575.3684220031207
2024-01-05,548.0,561.45,537.3,558.55,3611727.0,,574.6700661976771
2024-01-06,564.7,565.0,546.1,551.1,1411436.0,,571.1235801877639
2024-01-07,564.7,565.0,546.1,551.1,1411436.0,,571.1235801877639
2024-01-08,564.7,565.0,546.1,551.1,1411436.0,,571.1235801877639
2024-01-09,553.95,553.95,540.0,541.7,975444.0,,570.4208369922346
2024-01-10,545.0,553.5,535.0,539.75,1213712.0,,570.8048835245388
2024-01-11,544.5,549.6,535.0,542.3,1024874.0,,570.500509546215
2024-01-12,547.7,547.7,539.1,540.15,781046.0,,570.1075012619358
2024-01-13,546.0,546.8,540.0,541.15,711519.0,,569.9954358429474
2024-01-14,546.0,546.8,540.0,541.15,711519.0,,569.9954358429474
2024-01-15,546.0,546.8,540.0,541.15,711519.0,,569.9954358429474
2024-01-16,546.8,547.0,540.0,541.15,1077632.0,,570.5855462567733
2024-01-17,540.0,540.0,529.0,532.3,1055123.0,,570.5492656677071
2024-01-18,529.45,529.9,506.1,521.45,1806770.0,,571.760789766062
2024-01-19,521.45,530.25,509.0,523.55,1384253.0,,571.0797659244653
2024-01-20,529.0,549.0,514.4,516.75,6070841.0,,578.6337298211623
2024-01-21,529.0,549.0,514.4,516.75,6070841.0,,578.6337298211623
2024-01-22,529.0,549.0,514.4,516.75,6070841.0,,578.6337298211623
2024-01-23,529.0,549.0,514.4,516.75,6070841.0,,578.6337298211623
2024-01-24,543.95,555.0,515.0,517.55,1439117.0,,571.1681971403581
2024-01-25,522.8,526.05,512.0,519.95,42152346.0,,636.7908339038117
2024-01-26,522.4,545.0,521.0,543.3,2175726.0,,572.3554826009067
2024-01-27,522.4,545.0,521.0,543.3,2175726.0,,572.3554826009067
2024-01-28,522.4,545.0,521.0,543.3,2175726.0,,572.3554826009067
2024-01-29,522.4,545.0,521.0,543.3,2175726.0,,572.3554826009067
2024-01-30,570.0,570.45,552.5,570.45,5730005.0,,578.0843615304796
2024-01-31,575.0,579.8,547.0,558.3,2962115.0,,573.623004754499
2024-02-01,558.5,570.3,558.0,562.7,1915616.0,,571.9362305674082
2024-02-02,568.0,569.0,556.8,564.35,1377239.0,,571.0684605776391
2024-02-03,567.0,568.0,555.5,559.4,2001145.0,,572.0740884243653
2024-02-04,567.0,568.0,555.5,559.4,2001145.0,,572.0740884243653
2024-02-05,567.0,568.0,555.5,559.4,2001145.0,,572.0740884243653
2024-02-06,564.7,565.0,545.0,546.3,1576938.0,,571.3903405970063
2024-02-07,554.9,554.9,545.0,549.7,1145839.0,,570.6954840655804
2024-02-08,552.0,574.8,548.0,569.7,2785795.0,,573.3388076127264
2024-02-09,572.0,578.8,561.0,563.7,2214893.0,,572.4186129857287
2024-02-10,569.0,577.45,554.0,569.5,1327795.0,,570.9887654580962
2024-02-11,569.0,577.45,554.0,569.5,1327795.0,,570.9887654580962
2024-02-12,569.0,577.45,554.0,569.5,1327795.0,,570.9887654580962
2024-02-13,575.0,584.95,556.0,561.85,1542575.0,,571.3349534237831
2024-02-14,565.0,568.0,533.75,562.1,1671207.0,,571.542285812284
2024-02-15,552.0,570.0,537.0,563.9,1268142.0,,570.8926152079932
2024-02-16,568.0,569.0,558.8,561.85,658997.0,,569.9107795233003
2024-02-17,562.0,566.9,555.0,563.75,1015079.0,,570.4847217115754
2024-02-18,562.0,566.9,555.0,563.75,1015079.0,,570.4847217115754
2024-02-19,562.0,566.9,555.0,563.75,1015079.0,,570.4847217115754
2024-02-20,572.0,576.4,563.75,567.65,974361.0,,570.4190913847906
2024-02-21,570.0,570.85,551.95,553.65,1193009.0,,570.7715138930386
2024-02-22,555.0,560.0,535.0,540.75,1263043.0,,570.8843965077556
2024-02-23,546.5,567.0,517.3,562.25,1193558.0,,570.7723987854548
2024-02-24,562.0,566.0,555.1,559.05,801799.0,,570.1409514847307
2024-02-25,562.0,566.0,555.1,559.05,801799.0,,570.1409514847307
2024-02-26,562.0,566.0,555.1,559.05,801799.0,,570.1409514847307
2024-02-27,559.45,575.0,556.0,570.45,2002057.0,,572.0755584095813
2024-02-28,574.8,574.8,561.05,566.7,919411.0,,570.3305215518709
2024-02-29,564.15,566.5,547.7,549.6,975616.0,,570.4211142262885
2024-03-01,553.35,564.0,539.0,549.95,1648782.0,,571.506140616593
2024-03-02,552.4,559.0,550.2,554.15,988764.0,,570.4423065131535
2024-03-03,552.4,559.0,550.2,554.15,988764.0,,570.4423065131535
2024-03-04,552.4,559.0,550.2,554.15,988764.0,,570.4423065131535
2024-03-05,555.8,563.2,553.0,559.9,1297071.0,,570.9392437193042
2024-03-06,558.8,580.0,555.3,573.85,2123437.0,,572.2712018366931
2024-03-07,575.0,580.0,560.0,576.7,1708709.0,,571.6027325069912
2024-03-08,576.6,577.65,565.0,566.85,1323851.0,,570.982408416767
2024-03-09,576.6,577.65,565.0,566.85,1323851.0,,570.982408416767
2024-03-10,576.6,577.65,565.0,566.85,1323851.0,,570.982408416767
2024-03-11,576.6,577.65,565.0,566.85,1323851.0,,570.982408416767
2024-03-12,570.0,572.5,560.0,566.95,1158653.0,,570.7161380025966
2024-03-13,564.0,566.0,542.0,556.1,1214938.0,,570.8068596230859
2024-03-14,557.65,559.1,528.3,528.3,1791061.0,,571.7354695930804
2024-03-15,501.9,544.95,501.9,537.85,2496183.0,,572.8720034916793
2024-03-16,536.1,540.0,520.0,530.4,2295233.0,,572.5481070781176
2024-03-17,536.1,540.0,520.0,530.4,2295233.0,,572.5481070781176
2024-03-18,536.1,540.0,520.0,530.4,2295233.0,,572.5481070781176
2024-03-19,511.0,532.0,510.0,529.4,3486054.0,,574.467503201999
2024-03-20,528.95,533.9,515.4,518.2,1032341.0,,570.5125450501715
2024-03-21,523.8,523.8,501.55,514.85,2022566.0,,572.108615346858
2024-03-22,517.8,528.2,517.0,524.25,829388.0,,570.1854201493426
2024-03-23,528.8,538.8,524.25,531.05,1331269.0,,570.9943649412547
2024-03-24,528.8,538.8,524.25,531.05,1331269.0,,570.9943649412547
2024-03-25,528.8,538.8,524.25,531.05,1331269.0,,570.9943649412547
2024-03-26,528.8,538.8,524.25,531.05,1331269.0,,570.9943649412547
2024-03-27,520.3,535.7,519.0,522.0,1595013.0,,571.419474350055
2024-03-28,529.0,548.1,506.3,516.55,9346876.0,,583.9141278664601
2024-03-29,520.0,538.85,518.55,533.8,3350259.0,,574.2486253046135
2024-03-30,520.0,538.85,518.55,533.8,3350259.0,,574.2486253046135
2024-03-31,520.0,538.85,518.55,533.8,3350259.0,,574.2486253046135
2024-04-01,520.0,538.85,518.55,533.8,3350259.0,,574.2486253046135
2024-04-02,547.7,560.45,544.6,560.45,2506563.0,,572.8887342444674
2024-04-03,575.0,588.45,574.0,588.45,7010323.0,,580.1480112364685
2024-04-04,590.0,617.85,588.45,617.85,9025796.0,,583.3966028081552
2024-04-05,630.15,646.9,627.65,642.0,7717357.0,,581.2876269461783
2024-04-06,630.0,636.5,618.15,626.7,3914920.0,,575.1587605262017
2024-04-07,630.0,636.5,618.15,626.7,3914920.0,,575.1587605262017
2024-04-08,630.0,636.5,618.15,626.7,3914920.0,,575.1587605262017
2024-04-09,632.0,632.6,606.0,611.05,2256563.0,,572.4857777707654
2024-04-10,617.0,632.0,611.4,616.35,2138399.0,,572.2953179757312
2024-04-11,621.4,621.9,610.0,617.85,1518665.0,,571.2964146666383
2024-04-12,621.4,621.9,610.0,617.85,1518665.0,,571.2964146666383
2024-04-13,615.0,615.0,590.8,595.2,2999709.0,,573.6835997371885
2024-04-14,615.0,615.0,590.8,595.2,2999709.0,,573.6835997371885
2024-04-15,615.0,615.0,590.8,595.2,2999709.0,,573.6835997371885
2024-04-16,589.0,611.8,568.25,591.15,4499953.0,,576.101731864919
2024-04-17,586.9,607.0,586.85,601.6,2108558.0,,572.2472194792043
2024-04-18,586.9,607.0,586.85,601.6,2108558.0,,572.2472194792043
2024-04-19,611.95,616.0,595.0,598.1,2684316.0,,573.1752411327473
2024-04-20,571.0,602.0,571.0,594.55,2363186.0,,572.6576354831475
2024-04-21,571.0,602.0,571.0,594.55,2363186.0,,572.6576354831475
2024-04-22,571.0,602.0,571.0,594.55,2363186.0,,572.6576354831475
2024-04-23,608.25,609.7,595.5,596.9,1264700.0,,570.8870673032633
2024-04-24,600.0,608.0,599.0,602.45,1708627.0,,571.6026003372677
2024-04-25,601.0,604.9,589.6,596.5,1284543.0,,570.9190507644939
2024-04-26,594.6,596.0,589.25,592.35,1512574.0,,571.286597035113
2024-04-27,597.75,601.65,587.05,591.6,1903380.0,,571.9165082657594
2024-04-28,597.75,601.65,587.05,591.6,1903380.0,,571.9165082657594
2024-04-29,597.75,601.65,587.05,591.6,1903380.0,,571.9165082657594
2024-04-30,599.4,600.0,591.55,596.1,1849778.0,,571.8301111741458
2024-05-01,600.0,622.8,594.25,612.45,5863929.0,,578.3002237016158
2024-05-02,600.0,622.8,594.25,612.45,5863929.0,,578.3002237016158
2024-05-03,618.0,624.6,604.7,608.1,5888418.0,,578.3396957059538
2024-05-04,610.0,615.05,596.15,604.7,3125576.0,,573.8864754270903
2024-05-05,610.0,615.05,596.15,604.7,3125576.0,,573.8864754270903
2024-05-06,610.0,615.05,596.15,604.7,3125576.0,,573.8864754270903
2024-05-07,603.0,603.0,578.0,589.05,3426487.0,,574.3714915689229
2024-05-08,590.05,596.3,577.0,580.55,2543948.0,,572.9489923555448
2024-05-09,580.0,587.5,572.4,580.65,2198980.0,,572.3929640002647
2024-05-10,589.4,622.0,586.5,612.8,20259585.0,,601.503514815166
2024-05-11,615.0,631.0,600.0,603.1,7610876.0,,581.1159981130733
2024-05-12,615.0,631.0,600.0,603.1,7610876.0,,581.1159981130733
2024-05-13,615.0,631.0,600.0,603.1,7610876.0,,581.1159981130733
2024-05-14,603.1,605.0,580.7,594.9,4113250.0,,575.4784339559191
2024-05-15,593.45,636.0,590.45,628.05,9936039.0,,584.8637560461231
2024-05-16,630.0,647.8,626.0,639.75,7613514.0,,581.1202501097837
2024-05-17,646.0,652.0,631.6,640.35,3970904.0,,575.2489969870967
2024-05-18,640.0,640.35,629.05,635.95,2763360.0,,573.3026462987765
2024-05-19,640.0,640.35,629.05,635.95,2763360.0,,573.3026462987765
2024-05-20,640.0,640.35,629.05,635.95,2763360.0,,573.3026462987765
2024-05-21,640.0,640.35,629.05,635.95,2763360.0,,573.3026462987765
2024-05-22,635.35,692.35,627.0,680.05,12249454.0,,588.5925782485606
2024-05-23,687.9,715.6,686.05,691.45,10100567.0,,585.128946536944
2024-05-24,700.0,720.5,686.15,711.35,9757504.0,,584.5759887099935
2024-05-25,713.5,720.2,703.0,707.0,4944197.0,,576.8177758477322
2024-05-26,713.5,720.2,703.0,707.0,4944197.0,,576.8177758477322
2024-05-27,713.5,720.2,703.0,707.0,4944197.0,,576.8177758477322
